"","Category","Type","Organisation","Organisation_type","Country","City","Source"
"878","Divestment","Full","Church of Ireland","Faith-based Organization","Ireland","--","https://www.irishtimes.com/news/social-affairs/religion-and-beliefs/church-of-ireland-to-end-investments-in-fossil-fuel-companies-1.3492315"
"879","Divestment","Coal Only","Pensioenfonds Van De Metalektro (PME)","Pension Fund","Netherlands","The Hague","https://www.ai-cio.com/news/netherlands-metal-workers-pension-fund-pulls-investments-coal/"
"880","Divestment","Full","Peterhouse College, Cambridge","Educational Institution","UK","Cambridge","https://www.varsity.co.uk/news/15101"
"881","Divestment","Partial","District of Aachen","Government","Germany","Aachen","https://gofossilfree.org/de/press-release/staedteregion-aachen-trennt-sich-vom-klimakiller-rwe-und-investiert-stattdessen-in-strukturwandel/"
"882","Divestment","Partial","City of Bochum","Government","Germany","Bochum","https://www.waz.de/staedte/bochum/bochum-verkauft-weitere-2-2-millionen-rwe-aktien-id210901851.html"
"883","Divestment","Partial","Deutsche Bundesstiftung Umwelt","Philanthropic Foundation","Germany","Osnabrück","https://www.dbu.de/708ibook77949_36998_2486.html"
"884","Divestment","Partial","University of Leeds","Educational Institution","UK","Leeds","Email via People and Planet"
"885","Divestment","Full","Loughborough University","Educational Institution","UK","Loughborough","http://www.lboro.ac.uk/internal/staff-noticeboard/university-investments.html"
"886","Divestment","Full","University of Göttingen","Educational Institution","Germany","Göttingen","https://www.klimareporter.de/finanzen/uni-goettingen-plant-divestment"
"887","Divestment","Coal Only","CPEG - Caisse de prévoyance de l'État de Genève","Pension Fund","Switzerland","Geneva","https://www.cpeg.ch/uncategorized/3-juillet-2018-les-resultats-de-letude-sur-lempreinte-carbone-sont-encourageants"
"888","Divestment","Full","Queens College, Cambridge","Educational Institution","UK","Cambridge","https://www.tcs.cam.ac.uk/news/0038984-queens-divests-away-from-carbon-intensive-industries.html"
"889","Divestment","Partial","St Hildas College, Oxford","Educational Institution","UK","Oxford","http://cherwell.org/2018/05/25/st-hildas-adopts-new-divestment-recommendations/"
"890","Divestment","Fossil Free","Buckinghamshire New University","Educational Institution","UK","High Wycombe","https://bucks.ac.uk/news/2018/june/bucks-signs-fossil-free-declaration"
"891","Divestment","Full","The Royal College of General Practitioners","Educational Institution","UK","London","http://www.rcgp.org.uk/about-us/news/2018/july/rcgp-to-stop-investing-in-fossil-fuel-companies.aspx"
"892","Divestment","Full","New Zealand Nurses Organisation","Other","New Zealnd","--","--"
"893","Divestment","Full","The Alma Mater Society","Educational Institution","Canada","Vancouver","--"
"894","Divestment","Full","The city of Aalborg","Government","Denmark","Aalborg","https://www.aalborg.dk/usercontrols/AalborgKommune/Referater/Pdf.aspx?pdfnavn=18908442-18132324-48.pdf&type=bilag&pdfid=99277"
"895","Divestment","Coal Only","Munich Re","For Profit Corporation","Germany","--","https://cleantechnica.com/2018/08/06/munich-re-will-limit-investments-in-companies-that-derive-profits-from-coal/"
"896","Divestment","Full","Irish Catholic Bishops Conference","Faith-based Organization","Ireland","--","https://www.catholicbishops.ie/2018/08/24/statement-by-bishop-william-crean-announcing-the-decision-of-the-bishops-conference-to-divest-from-fossil-fuels/"
"897","Divestment","Full","Starfish Foundation","Philanthropic Foundation","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"898","Divestment","Full","Besen Family Foundation","Philanthropic Foundation","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"899","Divestment","Fossil Free","Lenko Family Foundation","Philanthropic Foundation","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"900","Divestment","Full","Australian Communities Foundation","Philanthropic Foundation","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"901","Divestment","Full","Silvergum Grove Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"902","Divestment","Partial","Susie Edwards Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"903","Divestment","Full","Janet Mayer Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"904","Divestment","Full","Berygan Pty Ltd","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"905","Divestment","Full","Freya Hadley Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"906","Divestment","Full","Amanda's Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"907","Divestment","Full","Arian Super Fund No 2","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"908","Divestment","Full","Armstrong Family Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"909","Divestment","Full","B & G Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"910","Divestment","Full","Banks Slipper Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"911","Divestment","Full","Black Betty Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"912","Divestment","Full","Bonakini Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"913","Divestment","Full","Bonnie Mulholland Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"914","Divestment","Full","Bradbury Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"915","Divestment","Full","Caroline Lurie Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"916","Divestment","Full","Christine Guinand Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"917","Divestment","Full","Claudia Graham Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"918","Divestment","Full","Dan Mathews Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"919","Divestment","Full","Douglas Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"920","Divestment","Full","Eileen and Terry Lustig Family Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"921","Divestment","Full","El Jayar Enterprises Pty Ltd Employees Provident Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"922","Divestment","Full","Etherington Family Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"923","Divestment","Full","Glow Worm Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"924","Divestment","Full","Goolengook Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"925","Divestment","Full","Gro Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"926","Divestment","Full","Halcyon Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"927","Divestment","Full","Hanley Merchant Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"928","Divestment","Full","Hardys Bay Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"929","Divestment","Full","HG Burkitt Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"930","Divestment","Full","Howqua River Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"931","Divestment","Full","Hromas Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"932","Divestment","Full","Jay'n'ess Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"933","Divestment","Full","Kadungle Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"934","Divestment","Full","Kaldor Family Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"935","Divestment","Full","Koorool Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"936","Divestment","Full","Make It So Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"937","Divestment","Full","Margaret Jennings Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"938","Divestment","Full","McCrea Family Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"939","Divestment","Full","Mundi Farm Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"940","Divestment","Full","Nardoo Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"941","Divestment","Full","Oros Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"942","Divestment","Full","Pegranka Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"943","Divestment","Full","Sarah Stegley Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"944","Divestment","Full","Sarieka Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"945","Divestment","Full","Shevek Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"946","Divestment","Full","Sunshine Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"947","Divestment","Full","The H&S Kilgour Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"948","Divestment","Full","The Janet Goss Superfund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"949","Divestment","Full","Trudili Super Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"950","Divestment","Full","Two Dogs Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"951","Divestment","Full","Twopeas Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"952","Divestment","Full","Utopia Superannuation Fund","Pension Fund","Australia","--","https://www.divestinvestaustralia.org.au/commitments"
"953","Divestment","Coal and Tar Sands Only","AMP Capital Responsible Investment","For Profit Corporation","Australia","--","https://www.ampcapital.com/content/dam/capital/03-funds-files-only/aus-funds/responsible-investment-leaders/Responsible%20Investment%20Leaders%20-%20Platform%20(Class%20A)%20PDS_20171127.pdf"
"954","Divestment","Full","Australia Institute","NGO","Australia","--","The Australia Institute, home of DivestInvest Australia, is proud to be fossil free. It was Australia Institute research that first revealed Australia had the highest per capita greenhouse gas emissions in the world and, as an independent public policy think tank, our research has continued to champion the transition away from fossil fuels towards a clean energy future. Divesting from fossil fuels makes sense economically, environmentally and ethically.” - John McKinnon, Chair of the Board, The Australia Institute"
"955","Divestment","Full","Gulbenkian Foundation","Philanthropic Foundation","Portugal","Lisbon","https://platformlondon.org/2018/03/18/the-slow-dismantling-the-house-of-oil-the-gulbenkian-foundation-divests/"
"956","Divestment","Coal Only","Acacia Inversion","Philanthropic Foundation","Tanzania","--","--"
"957","Divestment","Full","Rudolph Steiner Foundation","Philanthropic Foundation","USA","--","Divest Invest at: https://docs.google.com/spreadsheets/d/12DjCWb8yIW_bYKgR6sLHxUvfMyk_UwixeNRBhfA1bkk/edit#gid=1646042015"
"958","Divestment","Full","Bankhaus Schelhammer & Schattera","Faith-based Organization","Austria","--","https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0"
"959","Divestment","Fossil Free","Franciscan Friars TOR Society","Faith-based Organization","Bangladesh","--","https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0"
"960","Divestment","Full","Africa Europe Faith and Justice Network","Faith-based Organization","Belgium","--","https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0"
"961","Divestment","Full","Sisters Clarissen of Ostend","Faith-based Organization","Belgium","--","https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0"
"962","Divestment","Full","Sisters of Charity of Jesus & Mary","Faith-based Organization","Belgium","--","https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0"
"963","Divestment","Fossil Free","Artist caring environementally/Artist Against Fracking","Faith-based Organization","Canada","--","https://docs.google.com/spreadsheets/d/1ftIRg5MMZGCXJyOQd9pYJXJw80IZkutjDFCwaIXP_lo/edit#gid=0"
